Code,Year,Transport,Forestry,Energy,Other sources,"Agriculture, Land Use & Forestry",Waste,Residential & commercial,Industry,Agriculture,Share of global cumulative CO₂ emissions (%),Entity,Per capita CO₂ emissions (tonnes per capita),GDP per capita (2011 int-$) ($),Total population (Gapminder),Country Size Category,countryname,system,System Category
CMR,1998,1879.2229,452.1192,2302.4516,0,111308,0,614.6824,1390.7804,0,0.01,Cameroon,0.221,2273,14976200,1,Cameroon,Presidential,0
CMR,1999,1641.4321,456.5289,2303.2765,0,111372,0,549.927,1469.5526,0,0.01,Cameroon,0.207,2303,15324051,1,Cameroon,Presidential,0
CMR,2000,1860,461.0255,2338.1,0,111621,0,702,1496.17,0,0.01,Cameroon,0.225,2337,15678269,1,Cameroon,Presidential,0
CMR,2001,1860,98.945,2352.9,0,110554,0,598,1542.96,0,0.01,Cameroon,0.218,2379,16039737,1,Cameroon,Presidential,0
CMR,2002,2070,99.9391,2197,0,110756,0,532,1516.76,0,0.01,Cameroon,0.212,2407,16408085,1,Cameroon,Presidential,0
CMR,2003,2100,100.9534,2189,0,111111,0,573,1555.54,0,0.01,Cameroon,0.23,2436,16783366,1,Cameroon,Presidential,0
CMR,2004,2170,101.9886,2049,0,110658,0,536,1618.33,0,0.01,Cameroon,0.233,2458,17165267,1,Cameroon,Presidential,0
CMR,2005,2110,103.0451,2067,0,111646,0,484,1628.12,0,0.01,Cameroon,0.212,2446,17553589,1,Cameroon,Presidential,0
CMR,2006,1870.4,-1214.7177,2203,0,110332,0,393,1637.77,0,0.01,Cameroon,0.216,2458,17948395,1,Cameroon,Presidential,0
CMR,2007,2114.8,-1221.4098,2283,0,110461,0,382,1648.49,0,0.011,Cameroon,0.317,2468,18350022,1,Cameroon,Presidential,0
CMR,2008,1810,-1228.2449,2477,0,110191,0,357,1661.27,0,0.011,Cameroon,0.293,2468,18758778,1,Cameroon,Presidential,0
CMR,2009,2080.5,-1235.2279,2613,0,110938,0,353,1682.01,0,0.011,Cameroon,0.346,2447,19175028,1,Cameroon,Presidential,0
CMR,2010,2217.2,-1242.3634,2636,0,110173,0,356,1743.745,0,0.011,Cameroon,0.339,2459,19598889,1,Cameroon,Presidential,0
CAN,1990,125192.4185,-72592.7539,216630.4889,0,61884,244.3156,81003.9557,24155.9057,0,2.137,Canada,16.737,31921,27700854,1,Canada,Parliamentary,2
CAN,1991,121453.8331,-72593.0356,215844.7197,0,61884,242.7657,79511.4277,23117.9567,0,2.133,Canada,16.203,30846,28051725,1,Canada,Parliamentary,2
CAN,1992,125724.4692,-72593.3174,221447.9856,0,61884,241.0649,81954.2919,23068.6597,0,2.132,Canada,16.513,30748,28386162,1,Canada,Parliamentary,2
CAN,1993,127724.8807,-72593.5993,211444.8185,0,61884,239.2171,85880.4808,23664.2572,0,2.132,Canada,16.29,31204,28704519,1,Canada,Parliamentary,2
CAN,1994,134017.4137,-72593.8812,219228.5971,0,61884,237.2205,87110.516,24678.5914,0,2.132,Canada,16.637,32258,29009032,1,Canada,Parliamentary,2
CAN,1995,137721.2742,-72594.1632,226182.1531,0,61884,235.0789,87487.0492,26112.9485,0,2.132,Canada,16.894,32779,29302092,1,Canada,Parliamentary,2
CAN,1996,141087.0328,-72594.4453,231192.6683,0,47154,232.7865,93249.3876,26134.0169,0,2.132,Canada,17.226,32961,29582222,1,Canada,Parliamentary,2
CAN,1997,145531.163,-72594.7274,244084.3961,0,35296,230.3472,91895.1085,27166.6115,0,2.134,Canada,17.545,34029,29850242,1,Canada,Parliamentary,2
CAN,1998,148148.3359,-72595.0097,256554.8399,0,104470,227.7599,83773.2354,27253.1894,0,2.135,Canada,17.659,35050,30113972,1,Canada,Parliamentary,2
CAN,1999,151866.8769,-72595.292,258602.9417,0,57324,225.0248,87812.1642,27885.7577,0,2.139,Canada,18.015,36564,30383823,1,Canada,Parliamentary,2
CAN,2000,150800,-72595.5744,274692,0,34582,222,95500,27824.1,0,2.143,Canada,18.545,38108,30667365,1,Canada,Parliamentary,2
CAN,2001,148490,120754.7543,274832,0,220807,219,92000,26565.7,0,2.145,Canada,18.136,38376,30967236,1,Canada,Parliamentary,2
CAN,2002,150640,121041.7533,275911,0,273992,216,96300,27752.1,0,2.146,Canada,18.118,39106,31281727,1,Canada,Parliamentary,2
CAN,2003,153080,121328.8269,287547,0,270935,213,102000,27748.1,0,2.147,Canada,18.495,39441,31608562,1,Canada,Parliamentary,2
CAN,2004,158120,121615.9752,277875,0,245693,209,101000,28459.1,0,2.144,Canada,18.266,40280,31943605,1,Canada,Parliamentary,2
CAN,2005,160590,121903.1981,281049,0,250030,206,99800,29548.1,0,2.139,Canada,17.765,41177,32283413,1,Canada,Parliamentary,2
CAN,2006,160420,29874.7209,267120,0,161580,199,94600,30313.1,0,2.132,Canada,17.392,41834,32627978,1,Canada,Parliamentary,2
CAN,2007,166580,30017.0833,293820,0,151311,193,99800,30682.1,0,2.126,Canada,17.876,42282,32977334,1,Canada,Parliamentary,2
CAN,2008,162190,30159.4905,270680,0,157997,187,99900,30346.1,0,2.117,Canada,17.128,42253,33327954,1,Canada,Parliamentary,2
CAN,2009,168890,30301.9427,255829,0,125978,181,91900,25342.1,0,2.107,Canada,15.966,40541,33675448,1,Canada,Parliamentary,2
CAN,2010,173920,30444.4398,263100,0,175542,175,87700,27918.1,0,2.095,Canada,16.205,41326,34016593,1,Canada,Parliamentary,2
TCD,1990,102.648,335.1545,42.1074,0,8067,0,63.1012,16.324,0,0.001,Chad,0.024,847,6011224,1,Chad,Presidential,0
TCD,1991,87.5646,337.4099,40.5149,0,8067,0,69.0639,16.731,0,0.001,Chad,0.011,852,6197766,1,Chad,Presidential,0
TCD,1992,84.7637,339.6909,39.2696,0,8067,0,58.241,17.1483,0,0.001,Chad,0.013,839,6387856,1,Chad,Presidential,0
TCD,1993,43.7029,341.998,17.5326,0,8067,0,34.2069,17.577,0,0.001,Chad,0.014,809,6583079,1,Chad,Presidential,0
TCD,1994,43.8822,344.3317,16.8025,0,8067,0,34.8324,18.0197,0,0.001,Chad,0.015,840,6785842,1,Chad,Presidential,0
TCD,1995,45.1816,346.6923,17.2195,0,8067,0,37.2765,18.4787,0,0.001,Chad,0.016,817,6998108,1,Chad,Presidential,0
TCD,1996,46.7947,349.0804,20.8458,0,8067,0,37.1837,18.951,0,0.001,Chad,0.017,802,7219081,1,Chad,Presidential,0
TCD,1997,47.409,351.4964,19.9922,0,8067,0,40.2016,19.4373,0,0.001,Chad,0.019,822,7448585,1,Chad,Presidential,0
TCD,1998,49.1961,353.9409,20.4064,0,8067,0,32.3102,19.9468,0,0.001,Chad,0.019,854,7689836,1,Chad,Presidential,0
TCD,1999,51.1061,356.4143,21.3559,0,8067,0,34.3887,20.4919,0,0.001,Chad,0.02,824,7946982,1,Chad,Presidential,0
TCD,2000,51.357,358.9172,20.51,0,8067,0,28.3,21.087,0,0.001,Chad,0.022,796,8222327,1,Chad,Presidential,0
TCD,2001,52.3371,-170.176,20.83,0,7333,0,24.1,21.703,0,0.001,Chad,0.02,862,8517944,1,Chad,Presidential,0
TCD,2002,59.8594,-170.944,21.42,0,7333,0,23.3,22.431,0,0.001,Chad,0.019,907,8831199,1,Chad,Presidential,0
TCD,2003,53.1495,-171.721,27.35,0,7333,0,27.2,23.07,0,0.001,Chad,0.041,1000,9153893,1,Chad,Presidential,0
TCD,2004,55.9297,-172.5074,45.33,0,7333,0,20,23.798,0,0.001,Chad,0.039,1284,9474792,1,Chad,Presidential,0
TCD,2005,58.6193,-173.3031,48.06,0,7333,0,17.6,24.425,0,0.001,Chad,0.04,1341,9785902,1,Chad,Presidential,0
TCD,2006,59.1992,36.4219,52.3,0,25667,0,18.5,25.153,0,0.001,Chad,0.039,1286,10084087,1,Chad,Presidential,0
TCD,2007,61.1389,38.8955,61.5,0,25667,0,21.2,25.78,0,0.001,Chad,0.043,1478,10371839,1,Chad,Presidential,0
TCD,2008,63.1487,41.4756,70.47,0,25667,0,22.3,26.507,0,0.001,Chad,0.046,1464,10653762,1,Chad,Presidential,0
TCD,2009,64.6585,44.169,77.91,0,25667,0,23.9,27.135,0,0.001,Chad,0.043,1563,10937089,1,Chad,Presidential,0
TCD,2010,66.1783,46.9835,85.35,0,25667,0,25.5,27.86,0,0.001,Chad,0.044,1737,11227208,1,Chad,Presidential,0
CHL,1990,9414.4088,-12760,21060.0727,0,-12621,0,3339.3217,2525.1384,0,0.125,Chile,2.514,8898,13187821,1,Chile,Presidential,0
CHL,1991,10107.8128,-12760,18091.2906,0,-12621,0,3793.558,2508.4418,0,0.126,Chile,2.326,9433,13429315,1,Chile,Presidential,0
CHL,1992,10817.8324,-12760,18244.5992,0,-12621,0,4293.6608,2771.1809,0,0.126,Chile,2.374,10402,13678373,1,Chile,Presidential,0
CHL,1993,11845.5198,-12760,18837.5334,0,-12621,0,4372.5949,2940.5343,0,0.127,Chile,2.492,10935,13929390,1,Chile,Presidential,0
CHL,1994,13062.1011,-12760,20975.7478,0,-12621,0,4593.6385,2894.8288,0,0.128,Chile,2.702,11362,14174890,1,Chile,Presidential,0
CHL,1995,14257.5877,-12760,22994.1069,0,-12621,0,4496.5257,2850.5861,0,0.129,Chile,2.917,12357,14409416,1,Chile,Presidential,0
CHL,1996,15541.9304,-12760,27746.9354,0,-12623,0,4600.9979,3023.8019,0,0.131,Chile,3.343,13089,14630769,1,Chile,Presidential,0
CHL,1997,16546.4679,-12760,33900.179,0,-12623,0,4756.1964,3590.8236,0,0.134,Chile,3.835,13765,14840038,1,Chile,Presidential,0
CHL,1998,17456.7209,-12760,38082.0412,0,-12623,0,4232.0654,3639.6273,0,0.136,Chile,3.868,14019,15039162,1,Chile,Presidential,0
CHL,1999,17761.7834,-12760,43305.4029,0,-12623,0,4505.625,3746.773,0,0.139,Chile,4.076,13729,15231557,1,Chile,Presidential,0
CHL,2000,20018.9,-12760,34902,0,-12625,0,4730,4123.9,0,0.142,Chile,3.851,14159,15419820,1,Chile,Presidential,0
CHL,2001,19315.8,-7186.6667,33319,0,-7052,0,4710,4170.43,0,0.143,Chile,3.451,14473,15604200,1,Chile,Presidential,0
CHL,2002,19818.9,-7186.6667,34982,0,-7052,0,4630,3609.56,0,0.145,Chile,3.528,14626,15783991,1,Chile,Presidential,0
CHL,2003,20161.9,-7186.6667,37423,0,-7052,0,4260,3775.09,0,0.146,Chile,3.517,15006,15959793,1,Chile,Presidential,0
CHL,2004,21065.8,-7186.6667,41688.7,0,-7052,0,5100,4085.32,0,0.148,Chile,3.739,15744,16132209,1,Chile,Presidential,0
CHL,2005,22925.8,-7186.6667,41158.7,0,-7016,0,4440,4373.85,0,0.15,Chile,3.825,16480,16301726,1,Chile,Presidential,0
CHL,2006,23498.9,-15701.58,42001,0,-7492,0,4470,4608.68,0,0.151,Chile,3.968,17346,16468677,1,Chile,Presidential,0
CHL,2007,24971.9,-15695.1193,47902,0,-7492,0,4730,5081.81,0,0.153,Chile,4.34,18012,16633254,1,Chile,Presidential,0
CHL,2008,21886,-15688.6888,48448,0,-7492,0,4750,5305.83,0,0.155,Chile,4.309,18440,16795593,1,Chile,Presidential,0
CHL,2009,20956,-15682.2884,44405.6,0,-7492,0,5020,5406.56,0,0.156,Chile,3.966,17949,16955737,1,Chile,Presidential,0
CHL,2010,21442,-15675.918,47539.5,0,-7492,0,5210,5762.29,0,0.158,Chile,4.248,18787,17113688,1,Chile,Presidential,0
COL,1990,16331.0155,-715.3332,24508.7023,0,148580,0,5120.4263,5660.9753,0,0.163,Colombia,1.672,7654,33203321,1,Colombia,Presidential,0
COL,1991,17077.9265,-715.3332,25416.9799,0,148580,0,5113.0561,5656.6477,0,0.165,Colombia,1.634,7676,33849971,1,Colombia,Presidential,0
COL,1992,18010.576,-715.3332,26515.4811,0,148580,0,5090.8957,5687.6886,0,0.168,Colombia,1.744,7853,34497319,1,Colombia,Presidential,0
COL,1993,18270.7891,-715.3332,28325.146,0,148580,0,5615.1266,6262.7528,0,0.171,Colombia,1.767,8146,35146220,1,Colombia,Presidential,0
COL,1994,17027.5664,-715.3332,27412.2113,0,148580,0,7576.5173,6657.4569,0,0.174,Colombia,1.834,8413,35797965,1,Colombia,Presidential,0
COL,1995,20338.7717,-715.3332,28998.5141,0,148580,0,5217.0083,6826.5485,0,0.176,Colombia,1.591,8703,36453337,1,Colombia,Presidential,0
COL,1996,20872.1383,-715.3332,29341.5348,0,148543,0,5858.0616,6399.5088,0,0.178,Colombia,1.59,8740,37112621,1,Colombia,Presidential,0
COL,1997,21885.4577,-715.3332,32373.2188,0,148543,0,5997.6245,6017.5308,0,0.181,Colombia,1.678,8922,37775054,1,Colombia,Presidential,0
COL,1998,21412.8552,-715.3332,33589.9588,0,148543,0,6309.321,6249.4595,0,0.183,Colombia,1.68,8836,38439099,1,Colombia,Presidential,0
COL,1999,19094.974,-715.3332,29354.8982,0,148543,0,6141.3675,5867.7836,0,0.184,Colombia,1.418,8358,39102653,1,Colombia,Presidential,0
COL,2000,18561.8,-715.3332,30952,0,148543,0,6240,6074.04,0,0.185,Colombia,1.433,8475,39764166,1,Colombia,Presidential,0
COL,2001,19482.6,-15507.4636,30692,0,170154,0,5770,4821.554,0,0.186,Colombia,1.372,8508,40422597,1,Colombia,Presidential,0
COL,2002,19782.8,-15562.3395,30452,0,170154,0,6330,4264.968,0,0.187,Colombia,1.338,8612,41078136,1,Colombia,Presidential,0
COL,2003,17753.7,-15617.7885,28254,0,170163,0,6370,5351.482,0,0.187,Colombia,1.361,8838,41731914,1,Colombia,Presidential,0
COL,2004,20295.5,-15673.8198,26598,0,170154,0,5780,5168.896,0,0.188,Colombia,1.288,9196,42385712,1,Colombia,Presidential,0
COL,2005,19916.7,-15730.4425,27578,0,170154,0,5890,6071.409,0,0.188,Colombia,1.407,9511,43040558,1,Colombia,Presidential,0
COL,2006,20784.1,-13899.9864,25833,0,163341,0,6790,6054.823,0,0.189,Colombia,1.435,10028,43696540,1,Colombia,Presidential,0
COL,2007,21258.2,-13972.6817,26426,0,163341,0,6820,6402.237,0,0.189,Colombia,1.406,10592,44352327,1,Colombia,Presidential,0
COL,2008,24309,-14046.1413,29428,0,163341,0,6750,6264.651,0,0.189,Colombia,1.515,10839,45005782,1,Colombia,Presidential,0
COL,2009,22800,-14120.3775,35955,0,163341,0,6630,5807.164,0,0.19,Colombia,1.599,10889,45654044,1,Colombia,Presidential,0
COL,2010,23707.1,-14195.4025,35512,0,163341,0,6340,6348.678,0,0.191,Colombia,1.658,11189,46294841,1,Colombia,Presidential,0
COG,1990,557.2719,-30.8578,1577.3013,0,12829,0,76.4186,51.4336,0,0.003,Congo,0.488,6158,2388902,1,Congo,Assembly-Elected President,1
COG,1991,536.3609,-30.8809,1587.2237,0,12829,0,82.4386,56.3523,0,0.003,Congo,0.399,6125,2453938,1,Congo,Assembly-Elected President,1
COG,1992,513.4329,-30.904,1585.3545,0,12829,0,82.4386,66.3171,0,0.003,Congo,0.497,6107,2520196,1,Congo,Assembly-Elected President,1
COG,1993,514.4711,-30.9272,1577.9409,0,12829,0,79.4286,52.2808,0,0.003,Congo,0.498,5868,2588270,1,Congo,Presidential,0
COG,1994,428.418,-30.9504,1563.6749,0,12829,0,65.8521,61.3898,0,0.003,Congo,0.79,5382,2658948,1,Congo,Presidential,0
COG,1995,386.5943,-30.9736,1969.3297,0,12829,0,79.4286,54.3752,0,0.003,Congo,0.557,5443,2732706,1,Congo,Presidential,0
COG,1996,388.7333,-30.9969,2581.214,0,12178,0,73.4086,31.35,0,0.003,Congo,0.594,5638,2810118,1,Congo,Presidential,0
COG,1997,296.1439,-31.0202,2769.1694,0,12332,0,50.0651,8.6616,0,0.004,Congo,0.79,5385,2890841,1,Congo,Presidential,0
COG,1998,335.3482,-31.0435,3320.0365,0,12206,0,44.4134,9.0278,0,0.004,Congo,0.256,5456,2973329,1,Congo,Presidential,0
COG,1999,313.9393,-31.0668,3368.156,0,12272,0,44.4134,9.3992,0,0.004,Congo,0.261,5178,3055437,1,Congo,Presidential,0
COG,2000,496,-31.0902,3593.24,0,11889,0,68.8,19.592,0,0.004,Congo,0.326,5360,3135773,1,Congo,Presidential,0
COG,2001,654,-31.1137,3382.9,0,11935,0,71,11.299,0,0.004,Congo,0.232,5361,3213330,1,Congo,Presidential,0
COG,2002,507,-31.1371,2116.47,0,10984,0,71.4,11.607,0,0.004,Congo,0.17,5487,3288923,1,Congo,Presidential,0
COG,2003,667,-31.1606,2352.04,0,11874,0,79.3,11.924,0,0.004,Congo,0.263,5373,3365171,1,Congo,Presidential,0
COG,2004,821,-31.1842,2602.5,0,13062,0,15.8,11.002,0,0.004,Congo,0.263,5359,3445765,1,Congo,Presidential,0
COG,2005,820,-31.2078,3237.2,0,13241,0,57.9,52.921,0,0.004,Congo,0.264,5536,3533177,1,Congo,Presidential,0
COG,2006,974,-2118.7071,3535.84,0,10677,0,60.2,52.729,0,0.004,Congo,0.291,5629,3628561,1,Congo,Presidential,0
COG,2007,1056,-2118.2718,2951.4,0,9737,0,68.8,52.247,0,0.004,Congo,0.304,5313,3730612,1,Congo,Presidential,0
COG,2008,1089,-2117.8361,2887.6,0,10321,0,80.5,56.065,0,0.004,Congo,0.318,5445,3836339,1,Congo,Presidential,0
COG,2009,1184,-2117.3999,2750.8,0,9303,0,99.1,55.783,0,0.004,Congo,0.409,5633,3941454,1,Congo,Presidential,0
COG,2010,1353,-2116.9632,2585.7,0,9785,0,109,12.601,0,0.004,Congo,0.451,5872,4042899,1,Congo,Presidential,0
CRI,1990,1590.0716,-186.9392,877.4848,0,6182,0,149.7448,263.6376,0,0.007,Costa Rica,0.953,7337,3070240,1,Costa Rica,Presidential,0
CRI,1991,1649.7901,-188.3099,899.3492,0,6182,0,207.51,344.1299,0,0.008,Costa Rica,1.049,7334,3147451,1,Costa Rica,Presidential,0
CRI,1992,2433.4205,-189.7009,1205.4177,0,6182,0,247.4381,342.0698,0,0.008,Costa Rica,1.163,7818,3224849,1,Costa Rica,Presidential,0
CRI,1993,2505.7782,-191.1125,1062.756,0,6182,0,282.63,410.5827,0,0.008,Costa Rica,1.182,8146,3303412,1,Costa Rica,Presidential,0
CRI,1994,2638.5539,-192.5453,1544.4563,0,6182,0,304.4901,442.1551,0,0.009,Costa Rica,1.538,8271,3384498,1,Costa Rica,Presidential,0
CRI,1995,2637.2589,-193.9998,1524.0423,0,6182,0,330.2683,461.3917,0,0.009,Costa Rica,1.384,8378,3468918,1,Costa Rica,Presidential,0
CRI,1996,2653.0603,-195.4764,1165.9513,0,6184,0,401.4882,390.776,0,0.009,Costa Rica,1.318,8263,3557095,1,Costa Rica,Presidential,0
CRI,1997,2719.0917,-196.9756,975.0127,0,6175,0,437.0691,435.0605,0,0.009,Costa Rica,1.352,8508,3648263,1,Costa Rica,Presidential,0
CRI,1998,3010.6362,-198.4981,1118.2096,0,6181,0,474.8157,494.131,0,0.01,Costa Rica,1.409,8883,3740578,1,Costa Rica,Presidential,0
CRI,1999,3133.8902,-200.0442,920.2974,0,6189,0,576.298,495.6985,0,0.01,Costa Rica,1.434,9024,3831504,1,Costa Rica,Presidential,0
CRI,2000,3029,-201.6146,911.2,0,6188,0,653,512.526,0,0.01,Costa Rica,1.393,9171,3919180,1,Costa Rica,Presidential,0
CRI,2001,3224,-7700,934.4001,0,-7497,0,692,530.305,0,0.011,Costa Rica,1.441,9314,4002946,1,Costa Rica,Presidential,0
CRI,2002,3568,-7700,900.8002,0,-7609,0,644,526.174,0,0.011,Costa Rica,1.555,9466,4083197,1,Costa Rica,Presidential,0
CRI,2003,3631,-7700,1101.4002,0,-7629,0,634,507.232,0,0.011,Costa Rica,1.604,9717,4160438,1,Costa Rica,Presidential,0
CRI,2004,3958,-7700,1133.8002,0,-7573,0,410,645.93,0,0.012,Costa Rica,1.653,9984,4235605,1,Costa Rica,Presidential,0
CRI,2005,4087.8,-7700,1041.2005,0,-7630,0,337,596.218,0,0.012,Costa Rica,1.615,10218,4309413,1,Costa Rica,Presidential,0
CRI,2006,4033.6,-7700,1550.9006,0,-7604,0,460,607.796,0,0.012,Costa Rica,1.645,10801,4381820,1,Costa Rica,Presidential,0
CRI,2007,4345.4,-7700,1876.9008,0,-7613,0,472,610.054,0,0.013,Costa Rica,1.858,11517,4452608,1,Costa Rica,Presidential,0
CRI,2008,4082.7,-7700,1846.2009,0,-7630,0,472,592.652,0,0.013,Costa Rica,1.833,11883,4522124,1,Costa Rica,Presidential,0
CRI,2009,4132.7,-7700,1474.0011,0,-7588,0,475,591.46,0,0.013,Costa Rica,1.76,11604,4590790,1,Costa Rica,Presidential,0
CRI,2010,4258.4,-7700,1635.1012,0,-7630,0,448,640.208,0,0.013,Costa Rica,1.663,12014,4658887,1,Costa Rica,Presidential,0
CIV,1990,1196.1043,-7764.9532,1000.8524,0,-5904,0,433.0483,326.497,0,0.015,Cote d'Ivoire,0.41,3130,12517730,1,Cote d'Ivoire,Presidential,0
CIV,1991,1183.8054,-7764.9612,1067.163,0,-5904,0,464.2367,328.4107,0,0.015,Cote d'Ivoire,0.359,2999,12945880,1,Cote d'Ivoire,Presidential,0
CIV,1992,1138.323,-7764.9692,1119.9311,0,-5904,0,432.6802,334.407,0,0.015,Cote d'Ivoire,0.311,2907,13381799,1,Cote d'Ivoire,Presidential,0
CIV,1993,1103.1622,-7764.9771,1352.0667,0,-5904,0,405.671,331.0534,0,0.015,Cote d'Ivoire,0.392,2810,13820229,1,Cote d'Ivoire,Presidential,0
CIV,1994,1096.6889,-7764.985,1500.0452,0,-5904,0,419.8068,331.8014,0,0.015,Cote d'Ivoire,0.332,2713,14253952,1,Cote d'Ivoire,Presidential,0
CIV,1995,1230.6961,-7764.9929,1585.1878,0,-5904,0,482.3956,333.6598,0,0.016,Cote d'Ivoire,0.455,2774,14677200,1,Cote d'Ivoire,Presidential,0
CIV,1996,1255.0904,-7765.0008,2200.7785,0,-5914,0,521.4171,559.0686,0,0.016,Cote d'Ivoire,0.522,2914,15089912,1,Cote d'Ivoire,Presidential,0
CIV,1997,1375.8819,-7765.0087,2940.6972,0,-5915,0,550.4239,603.8202,0,0.017,Cote d'Ivoire,0.489,3001,15492127,1,Cote d'Ivoire,Presidential,0
CIV,1998,1214.7436,-7765.0165,3149.1601,0,-5876,0,538.5337,404.1722,0,0.017,Cote d'Ivoire,0.435,3079,15878555,1,Cote d'Ivoire,Presidential,0
CIV,1999,1425.3079,-7765.0244,3419.3016,0,-5900,0,1855.2784,404.1376,0,0.017,Cote d'Ivoire,0.384,3050,16242889,1,Cote d'Ivoire,Presidential,0
CIV,2000,1295.5,-7765.0322,3279,0,-5900,0,1720,403.48,0,0.017,Cote d'Ivoire,0.407,2912,16581653,1,Cote d'Ivoire,Presidential,0
CIV,2001,1258.4,-11000,3440,0,-9235,0,1620,404.66,0,0.018,Cote d'Ivoire,0.453,2843,16892864,1,Cote d'Ivoire,Presidential,0
CIV,2002,1407.3,-11000,3793,0,-9235,0,1510,403.53,0,0.018,Cote d'Ivoire,0.419,2736,17180649,1,Cote d'Ivoire,Presidential,0
CIV,2003,1039,-11000,2885,0,-9147,0,1300,403.29,0,0.018,Cote d'Ivoire,0.309,2642,17455501,1,Cote d'Ivoire,Presidential,0
CIV,2004,1219,-11000,2927.9,0,-9235,0,1250,402.05,0,0.018,Cote d'Ivoire,0.426,2612,17731840,1,Cote d'Ivoire,Presidential,0
CIV,2005,1266,-11000,3594.5,0,-9170,0,991,398.12,0,0.018,Cote d'Ivoire,0.426,2598,18020946,1,Cote d'Ivoire,Presidential,0
CIV,2006,1318.5,-5445.555,2966.8,0,5435,0,1540,396.36,0,0.019,Cote d'Ivoire,0.374,2582,18325979,1,Cote d'Ivoire,Presidential,0
CIV,2007,1297,-5440.9716,2764,0,5440,0,1370,395.23,0,0.019,Cote d'Ivoire,0.355,2572,18646754,1,Cote d'Ivoire,Presidential,0
CIV,2008,1459,-5436.3879,3085,0,5481,0,1290,392.38,0,0.019,Cote d'Ivoire,0.347,2581,18987007,1,Cote d'Ivoire,Presidential,0
CIV,2009,1481,-5431.8038,2799,0,5433,0,1190,394.83,0,0.019,Cote d'Ivoire,0.283,2608,19350026,1,Cote d'Ivoire,Presidential,0
CIV,2010,1176,-5427.2193,3028,0,5433,0,1010,424.19,0,0.019,Cote d'Ivoire,0.341,2605,19737800,1,Cote d'Ivoire,Presidential,0
HRV,1992,2886.4604,-12035.7147,9240.7963,0,-11614,0,2332.2161,1821.0307,0,0.056,Croatia,3.51,12418,4588173,1,Croatia,Presidential,0
HRV,1993,3049.4865,-12041.8045,9475.8989,0,-11614,0,2536.9813,1686.0834,0,0.057,Croatia,3.636,11456,4628968,1,Croatia,Presidential,0
HRV,1994,3207.3155,-12047.8713,8400.5037,0,-11614,0,2619.499,1852.7653,0,0.057,Croatia,3.508,12076,4658613,1,Croatia,Presidential,0
HRV,1995,3399.1472,-12053.9153,8775.4283,0,-11614,0,2828.8618,1619.3106,0,0.058,Croatia,3.68,12950,4669001,1,Croatia,Presidential,0
HRV,1996,3590.0468,-12059.9366,8488.7117,0,-11615,0,2760.6468,1642.4541,0,0.058,Croatia,3.845,13820,4656706,1,Croatia,Presidential,0
HRV,1997,4036.4745,-12065.9355,9319.4506,0,-11615,0,3126.7493,1766.6724,0,0.059,Croatia,4.119,14808,4625390,1,Croatia,Presidential,0
HRV,1998,4200.098,-12071.9119,10411.3525,0,-11613,0,3231.8056,1661.4599,0,0.059,Croatia,4.312,15169,4582742,1,Croatia,Presidential,0
HRV,1999,4503.1824,-12077.8661,9674.5739,0,-11615,0,3575.4796,1994.8029,0,0.06,Croatia,4.537,15068,4540042,1,Croatia,Presidential,0
HRV,2000,4480.7,-12083.7981,9018.29,0,-11604,0,3380,2176.36,0,0.06,Croatia,4.469,15627,4505533,1,Croatia,Presidential,0
HRV,2001,4582.3,-12053.977,9706.24,0,-11623,0,3600,2304.36,0,0.061,Croatia,4.75,16060,4481620,1,Croatia,Parliamentary,2
HRV,2002,4922.4,-12059.3106,10415.86,0,-11623,0,3690,2213.82,0,0.061,Croatia,5.012,16812,4466013,1,Croatia,Parliamentary,2
HRV,2003,5304,-12064.6239,11115.7,0,-11622,0,3910,2218.8,0,0.062,Croatia,5.322,17752,4456587,1,Croatia,Parliamentary,2
HRV,2004,5389,-12069.917,10505.86,0,-11623,0.0557,3820,2561.9,0,0.062,Croatia,5.249,18474,4449522,1,Croatia,Parliamentary,2
HRV,2005,5564.24,-12075.1901,10624.6,0,-11623,0.024,3850,2399.38,0,0.063,Croatia,5.356,19241,4441986,1,Croatia,Parliamentary,2
HRV,2006,5935.86,-10133.1985,10552.75,0,-9585,0.042,3610,2530.8,0,0.063,Croatia,5.418,20168,4433791,1,Croatia,Parliamentary,2
HRV,2007,6355.29,-10138.2533,11690.27,0,-9575,0.0501,3320,3993.06,0,0.064,Croatia,5.736,21223,4425995,1,Croatia,Parliamentary,2
HRV,2008,6398.32,-10143.2902,11276.24,0,-9584,0.0583,3420,3956.62,0,0.064,Croatia,5.457,21673,4418387,1,Croatia,Parliamentary,2
HRV,2009,6393.3,-10148.3092,10114.13,0,-9585,0.0698,3480,3666.98,0,0.064,Croatia,5.061,20097,4410864,1,Croatia,Parliamentary,2
HRV,2010,6158.96,-10153.3103,9446.28,0,-9585,0.0813,3540,3878.32,0,0.064,Croatia,4.898,19807,4403330,1,Croatia,Parliamentary,2
CUB,1990,4432.673,-34974.3556,18437.4053,0,-34797,0,5610.907,2216.3182,0,0.106,Cuba,3.149,6864,10570328,1,Cuba,Assembly-Elected President,1
CUB,1991,3098.0046,-34979.5546,15747.0334,0,-34797,0,4612.4144,1352.8342,0,0.107,Cuba,2.784,5696,10654121,1,Cuba,Assembly-Elected President,1
